; CSV, generated by libsigrok4DSL 0.2.0 on Tue Aug 18 11:58:04 2020
; Channels (2/2)
; Sample rate: 100 MHz
; Sample count: 953.707584 M Samples
Time(s), E, D
0,0041308,0,0
0,00413097,0,1
0,00413107,0,0
0,00413115,0,1
0,0041313,0,0
0,00413147,0,1
0,00413164,0,0
0,00413181,0,1
0,0041319,0,0
0,00413198,0,1
0,00413213,0,0
0,00413224,0,1
0,00413232,0,0
0,00413246,0,1
0,00413263,0,0
0,0041328,0,1
0,00413296,0,0
0,00413307,0,1
0,00413315,0,0
0,00413323,0,1
0,00413333,0,0
0,00413345,0,1
0,00413358,0,0
0,00413365,0,1
0,00413375,0,0
0,00413382,0,1
0,00413398,0,0
0,00413412,0,1
0,00413425,0,0
0,00413433,0,1
0,00413442,0,0
0,00413449,0,1
0,00413465,0,0
0,00413475,0,1
0,00413485,0,0
0,00413498,0,1
0,00413516,0,0
0,00413525,0,1
0,00413535,0,0
0,00413548,0,1
0,00413566,0,0
0,00413583,0,1
0,004136,0,0
0,00413609,0,1
0,00413619,0,0
0,00413626,0,1
0,00413636,0,0
0,0041365,0,1
0,00413662,0,0
0,00413669,0,1
0,00413685,0,0
0,00413702,0,1
0,00413713,0,0
0,00413719,0,1
0,00413746,0,0
0,00413781,1,0
0,00413785,1,1
0,00413854,1,0
0,00413865,1,1
0,00413903,1,0
0,00417256,1,1
0,00417302,1,0
0,00417386,1,1
0,00417421,1,0
0,0041747,1,1
0,0041752,1,0
0,00417533,1,1
0,00417564,1,0
0,00417574,1,1
0,00417585,1,0
0,00417652,1,1
0,00417686,1,0
0,00417755,1,1
0,00417796,1,0
0,00417805,1,1
0,00417817,1,0
0,00417885,1,1
0,00417921,1,0
0,00417984,1,1
0,00418018,1,0
0,00418028,1,1
0,00418037,1,0
0,00418045,1,1
0,00418054,1,0
0,00418099,1,1
0,00418155,1,0
0,00418221,1,1
0,00418295,1,0
0,00418304,1,1
0,00418322,1,0
0,00418369,1,1
0,00418404,1,0
0,00418504,1,1
0,0041852,1,0
0,00418601,1,1
0,00418622,1,0
0,00418717,1,1
0,00418751,1,0
0,00418817,1,1
0,00418869,1,0
0,0041892,1,1
0,00418969,1,0
0,00419071,1,1
0,00419102,1,0
0,00419171,1,1
0,00419219,1,0
0,00419407,1,1
0,00419446,1,0
0,00419502,1,1
0,00419552,1,0
0,00419623,1,1
0,00419688,1,0
0,00419754,1,1
0,00419869,1,0
0,01014131,1,1
0,01014247,1,0
0,01015183,1,1
0,01015218,1,0
0,01015229,1,1
0,01015248,1,0
0,01015264,1,1
0,01015332,1,0
0,0101534,1,1
0,01015366,1,0
0,01015431,1,1
0,01015451,1,0
0,01015463,1,1
0,01015481,1,0
0,01015529,1,1
0,01015599,1,0
0,01015648,1,1
0,01015671,1,0
0,01015679,1,1
0,01015697,1,0
0,01015847,1,1
0,01015867,1,0
0,01015896,1,1
0,01015916,1,0
0,01016106,1,1
0,01016148,1,0
0,01016211,1,1
0,01016247,1,0
0,01016317,1,1
0,01016366,1,0
0,01016379,1,1
0,01016407,1,0
0,01016448,1,1
0,01016481,1,0
0,0101649,1,1
0,01016516,1,0
0,01016563,1,1
0,01016629,1,0
0,01016697,1,1
0,01016743,1,0
0,01016799,1,1
0,01016879,1,0
0,01016949,1,1
0,01017015,1,0
0,01017116,1,1
0,01017132,1,0
0,01017196,1,1
0,01017243,1,0
0,01017317,1,1
0,01017351,1,0
0,01017365,1,1
0,01017384,1,0
0,01017395,1,1
0,01017415,1,0
0,0101748,1,1
0,01017514,1,0
0,01017589,1,1
0,01017631,1,0
0,01017729,1,1
0,01017749,1,0
0,01017818,1,1
0,01017859,1,0
0,01017947,1,1
0,01017997,1,0
0,01018006,1,1
0,01018015,1,0
0,01018029,1,1
0,01018047,1,0
0,01018099,1,1
0,01018154,1,0
0,01018165,1,1
0,01018176,1,0
0,01018256,1,1
0,01018296,1,0
0,01018385,1,1
0,01018409,1,0
0,01018499,1,1
0,0101853,1,0
0,01021566,1,1
0,01021587,1,0
0,01021596,1,1
0,01021616,1,0
0,01021663,1,1
0,01021696,1,0
0,01021713,1,1
0,0102173,1,0
0,01021746,1,1
0,01021757,1,0
0,01021763,1,1
0,0102178,1,0
0,01021788,1,1
0,01021797,1,0
0,01021809,1,1
0,01021828,1,0
0,01021837,1,1
0,01021846,1,0
0,0102186,1,1
0,01021872,1,0
0,01021878,1,1
0,01021888,1,0
0,01021889,0,0
0,01021895,0,1
0,0102191,0,0
0,01021919,0,1
0,01021928,0,0
0,01021942,0,1
0,01021959,0,0
0,01021968,0,1
0,01021977,0,0
0,01021985,0,1
0,01021994,0,0
0,01022007,0,1
0,01022025,0,0
0,01022035,0,1
0,01022043,0,0
0,01022058,0,1
0,01022069,0,0
0,01022076,0,1
0,01022085,0,0
0,01022093,0,1
0,01022108,0,0
0,01022125,0,1
0,01022135,0,0
0,01022143,0,1
0,01022159,0,0
0,01022176,0,1
0,01022193,0,0
0,01022209,0,1
0,01022226,0,0
0,01022242,0,1
0,01022259,0,0
0,01022276,0,1
0,01022293,0,0
0,01022309,0,1
0,01022326,0,0
0,01022335,0,1
0,01022343,0,0
0,01022359,0,1
0,01022368,0,0
0,01022376,0,1
0,01022392,0,0
0,01022402,0,1
0,0102241,0,0
0,01022426,0,1
0,01022435,0,0
0,01022443,0,1
0,01022459,0,0
0,01022468,0,1
0,01022476,0,0
0,01022485,0,1
0,01022493,0,0
0,01022501,0,1
0,0102251,0,0
0,01022518,0,1
0,01022527,0,0
0,01022542,0,1
0,01022559,0,0
0,01022568,0,1
0,01022576,0,0
0,01022592,0,1
0,01022602,0,0
0,0102261,0,1
0,01022625,0,0
0,01022643,0,1
0,01022659,0,0
0,01022676,0,1
0,01022685,0,0
0,01022693,0,1
0,01022702,0,0
0,0102271,0,1
0,01022718,0,0
0,01022727,0,1
0,01022735,0,0
0,01022743,0,1
0,01022752,0,0
0,0102276,0,1
0,01022775,0,0
0,01022785,0,1
0,01022793,0,0
0,01022801,0,1
0,0102281,0,0
0,01022818,0,1
0,01022827,0,0
0,01022835,0,1
0,01022843,0,0
0,01022851,0,1
0,0102286,0,0
0,01022873,0,1
0,01022891,0,0
0,01022907,0,1
0,01022925,0,0
0,0102294,0,1
0,01022953,0,0
0,01022961,0,1
0,01022976,0,0
0,01022985,0,1
0,01022995,0,0
0,01023003,0,1
0,01023013,0,0
0,01023026,0,1
0,01023039,0,0
0,01023045,0,1
0,01023061,0,0
0,01023077,0,1
0,01023089,0,0
0,01023096,0,1
0,01023111,0,0
0,01023122,0,1
0,0102313,0,0
0,01023137,0,1
0,01023148,0,0
0,01023154,0,1
0,01023165,0,0
0,01023173,0,1
0,01023182,0,0
0,01023194,0,1
0,01023272,1,1
0,01023311,1,0
0,02405564,1,1
0,02405606,1,0
0,02405677,1,1
0,02405697,1,0
0,02405704,1,1
0,02405728,1,0
0,02405761,1,1
0,0240578,1,0
0,02405791,1,1
0,0240581,1,0
0,02405826,1,1
0,02405841,1,0
0,02405858,1,1
0,0240587,1,0
0,02405876,1,1
0,02405891,1,0
0,02405907,1,1
0,02405924,1,0
0,02405933,1,1
0,02405943,1,0
0,02405949,1,1
0,02405959,0,0
0,02405971,0,1
0,02405984,0,0
0,02405991,0,1
0,02406,0,0
0,02406007,0,1
0,02406016,0,0
0,02406023,0,1
0,02406039,0,0
0,02406048,0,1
0,02406057,0,0
0,0240607,0,1
0,02406089,0,0
0,02406105,0,1
0,02406121,0,0
0,02406138,0,1
0,02406155,0,0
0,02406172,0,1
0,02406188,0,0
0,02406205,0,1
0,02406215,0,0
0,02406223,0,1
0,02406231,0,0
0,0240624,0,1
0,02406255,0,0
0,02406272,0,1
0,02406282,0,0
0,02406289,0,1
0,02406305,0,0
0,02406322,0,1
0,02406339,0,0
0,02406348,0,1
0,02406356,0,0
0,02406372,0,1
0,02406389,0,0
0,02406406,0,1
0,02406422,0,0
0,02406432,0,1
0,0240644,0,0
0,02406448,0,1
0,02406456,0,0
0,02406465,0,1
0,02406473,0,0
0,02406489,0,1
0,02406498,0,0
0,02406506,0,1
0,02406515,0,0
0,02406523,0,1
0,02406539,0,0
0,02406548,0,1
0,02406556,0,0
0,02406572,0,1
0,02406589,0,0
0,02406606,0,1
0,02406615,0,0
0,02406623,0,1
0,02406639,0,0
0,02406656,0,1
0,02406665,0,0
0,02406673,0,1
0,02406681,0,0
0,0240669,0,1
0,02406705,0,0
0,02406715,0,1
0,02406723,0,0
0,02406731,0,1
0,0240674,0,0
0,02406748,0,1
0,02406757,0,0
0,02406772,0,1
0,02406782,0,0
0,02406789,0,1
0,02406798,0,0
0,02406806,0,1
0,02406815,0,0
0,02406823,0,1
0,02406831,0,0
0,0240684,0,1
0,02406855,0,0
0,02406872,0,1
0,02406889,0,0
0,02406905,0,1
0,02406922,0,0
0,02406939,0,1
0,02406949,0,0
0,02406956,0,1
0,02406965,0,0
0,02406973,0,1
0,02406981,0,0
0,0240699,0,1
0,02407004,0,0
0,02407015,0,1
0,02407023,0,0
0,02407036,0,1
0,02407055,0,0
0,02407065,0,1
0,02407074,0,0
0,02407086,0,1
0,02407105,0,0
0,02407115,0,1
0,02407125,0,0
0,02407132,0,1
0,02407141,0,0
0,02407149,0,1
0,02407159,0,0
0,02407171,0,1
0,02407184,0,0
0,02407191,0,1
0,02407201,0,0
0,02407208,0,1
0,02407224,0,0
0,02407233,0,1
0,02407243,0,0
0,0240725,0,1
0,0240726,0,0
0,02407273,0,1
0,02407291,0,0
0,02407307,0,1
0,02407325,0,0
0,02407334,0,1
0,02407343,0,0
0,0240735,0,1
0,02407361,0,0
0,02407369,0,1
0,02407377,0,0
0,02407386,0,1
0,02407394,0,0
0,02407409,0,1
0,0240742,0,0
0,02407426,0,1
0,02407437,0,0
0,02407443,0,1
0,02407461,0,0
0,02407526,0,1
0,02407532,1,1
0,02407573,1,0
0,02407627,1,1
0,02407665,1,0
0,02410945,1,1
0,0241098,1,0
0,02411229,1,1
0,02411246,1,0
0,02411257,1,1
0,02411277,1,0
0,02411328,1,1
0,02411364,1,0
0,02411374,1,1
0,02411394,1,0
0,02411444,1,1
0,02411483,1,0
0,02411493,1,1
0,02411505,1,0
0,02411591,1,1
0,02411622,1,0
0,02411661,1,1
0,02411711,1,0
0,02411725,1,1
0,02411744,1,0
0,02411776,1,1
0,02411828,1,0
0,02411842,1,1
0,02411861,1,0
0,02411871,1,1
0,02411879,1,0
0,02411886,1,1
0,02411896,1,0
0,02411911,1,1
0,02411921,1,0
0,02411928,1,1
0,02411944,1,0
0,02411953,1,1
0,02411965,1,0
0,02411969,1,1
0,02411995,1,0
0,0241201,1,1
0,0241203,1,0
0,02412043,1,1
0,0241207,1,0
0,02412127,1,1
0,02412161,1,0
0,02412237,1,1
0,02412265,1,0
0,02412275,1,1
0,02412303,1,0
0,02412343,1,1
0,0241242,1,0
0,02412598,1,1
0,02412629,1,0
0,02412711,1,1
0,02412731,1,0
0,02412741,1,1
0,0241276,1,0
0,02412829,1,1
0,02412863,1,0
0,02412928,1,1
0,02412961,1,0
0,02412978,1,1
0,02412995,1,0
0,02413062,1,1
0,02413089,1,0
0,02413145,1,1
0,02413214,1,0
0,02413225,1,1
0,02413246,1,0
0,02413325,1,1
0,02413347,1,0
0,02413412,1,1
0,02413511,1,0
0,02413519,1,1
0,0241364,1,0
0,02414078,1,1
0,02414193,1,0
0,03008257,1,1
0,0300834,1,0
0,03008648,1,1
0,03008659,1,0
0,03008669,1,1
0,03008689,1,0
0,03008736,1,1
0,03008851,1,0
0,03008972,1,1
0,03008993,1,0
0,03009172,1,1
0,03009206,1,0
0,03009288,1,1
0,03009324,1,0
0,03009419,1,1
0,0300944,1,0
0,03009514,1,1
0,03009553,1,0
0,03009637,1,1
0,03009657,1,0
0,03009722,1,1
0,03009744,1,0
0,03009753,1,1
0,03009782,1,0
0,03009839,1,1
0,030099,1,0
0,03009941,1,1
0,03009973,1,0
0,03010033,1,1
0,03010089,1,0
0,03010155,1,1
0,03010174,1,0
0,03010181,1,1
0,03010193,1,0
0,0301024,1,1
0,03010289,1,0
0,03010373,1,1
0,0301041,1,0
0,03010503,1,1
0,03010536,1,0
0,03010643,1,1
0,03010656,1,0
0,03010723,1,1
0,03010757,1,0
0,03010822,1,1
0,03010875,1,0
0,03010937,1,1
0,0301096,1,0
0,03010966,1,1
0,03010976,1,0
0,03010989,1,1
0,03011005,1,0
0,03011042,1,1
0,03011075,1,0
0,03011089,1,1
0,03011107,1,0
0,03011188,1,1
0,03011221,1,0
0,03011306,1,1
0,03011325,1,0
0,03011387,1,1
0,03011471,1,0
0,03011516,1,1
0,03011587,1,0
0,03011599,1,1
0,0301161,1,0
0,03011775,1,1
0,03011848,1,0
0,03011859,1,1
0,03011888,1,0
0,0301194,1,1
0,0301199,1,0
0,03012097,1,1
0,03012147,1,0
0,03012223,1,1
0,03012255,1,0
0,03012337,1,1
0,03012371,1,0
0,03014839,1,1
0,03014872,1,0
0,03015324,1,1
0,03015388,1,0
0,03015397,1,1
0,03015408,1,0
0,03015419,1,1
0,03015432,1,0
0,03015442,1,1
0,03015453,1,0
0,03015471,1,1
0,03015481,1,0
0,03015487,1,1
0,03015498,1,0
0,03015504,1,1
0,03015514,1,0
0,0301552,1,1
0,03015536,1,0
0,03015552,1,1
0,03015569,1,0
0,03015578,1,1
0,03015588,1,0
0,03015594,1,1
0,03015604,1,0
0,03015617,1,1
0,03015619,0,1
0,03015635,0,0
0,03015643,0,1
0,03015653,0,0
0,0301566,0,1
0,03015669,0,0
0,03015677,0,1
0,03015686,0,0
0,03015699,0,1
0,03015711,0,0
0,03015718,0,1
0,03015727,0,0
0,03015734,0,1
0,0301575,0,0
0,03015759,0,1
0,03015768,0,0
0,03015776,0,1
0,03015785,0,0
0,03015793,0,1
0,03015801,0,0
0,03015816,0,1
0,03015833,0,0
0,03015843,0,1
0,03015851,0,0
0,03015859,0,1
0,03015868,0,0
0,03015883,0,1
0,03015901,0,0
0,03015917,0,1
0,03015927,0,0
0,03015935,0,1
0,0301595,0,0
0,03015967,0,1
0,03015977,0,0
0,03015985,0,1
0,03016,0,0
0,03016017,0,1
0,03016026,0,0
0,03016034,0,1
0,03016043,0,0
0,03016051,0,1
0,0301606,0,0
0,03016068,0,1
0,03016083,0,0
0,03016093,0,1
0,03016101,0,0
0,03016109,0,1
0,03016118,0,0
0,03016133,0,1
0,03016143,0,0
0,03016151,0,1
0,03016167,0,0
0,03016184,0,1
0,03016193,0,0
0,03016201,0,1
0,03016217,0,0
0,03016226,0,1
0,03016235,0,0
0,03016243,0,1
0,03016251,0,0
0,03016259,0,1
0,03016268,0,0
0,03016276,0,1
0,03016285,0,0
0,030163,0,1
0,0301631,0,0
0,03016318,0,1
0,03016326,0,0
0,03016335,0,1
0,0301635,0,0
0,03016367,0,1
0,03016376,0,0
0,03016384,0,1
0,030164,0,0
0,03016417,0,1
0,03016427,0,0
0,03016434,0,1
0,0301645,0,0
0,03016467,0,1
0,03016483,0,0
0,03016493,0,1
0,03016501,0,0
0,03016509,0,1
0,03016518,0,0
0,03016526,0,1
0,03016535,0,0
0,03016549,0,1
0,0301656,0,0
0,03016567,0,1
0,03016582,0,0
0,03016593,0,1
0,03016602,0,0
0,03016609,0,1
0,03016619,0,0
0,03016626,0,1
0,03016635,0,0
0,03016648,0,1
0,03016661,0,0
0,03016668,0,1
0,03016684,0,0
0,03016693,0,1
0,03016703,0,0
0,0301671,0,1
0,0301672,0,0
0,03016733,0,1
0,03016746,0,0
0,03016753,0,1
0,03016763,0,0
0,0301677,0,1
0,03016785,0,0
0,03016802,0,1
0,03016819,0,0
0,03016829,0,1
0,03016838,0,0
0,03016845,0,1
0,03016855,0,0
0,03016869,0,1
0,03016881,0,0
0,03016889,0,1
0,03016898,0,0
0,03016905,0,1
0,03016916,0,0
0,03016954,0,1
0,03017019,1,1
0,03017068,1,0
0,04399338,1,1
0,04399358,1,0
0,04399404,1,1
0,04399429,1,0
0,04399436,1,1
0,04399455,1,0
0,04399512,1,1
0,04399539,1,0
0,04399544,1,1
0,04399555,1,0
0,04399567,1,1
0,04399585,1,0
0,04399595,1,1
0,04399603,1,0
0,0439961,1,1
0,0439962,1,0
0,04399626,1,1
0,04399637,1,0
0,04399643,1,1
0,04399653,1,0
0,0439966,1,1
0,04399669,1,0
0,04399683,0,1
0,04399695,0,0
0,04399702,0,1
0,04399717,0,0
0,04399732,0,1
0,04399743,0,0
0,0439975,0,1
0,04399766,0,0
0,04399781,0,1
0,04399799,0,0
0,04399808,0,1
0,04399817,0,0
0,04399825,0,1
0,04399834,0,0
0,04399841,0,1
0,0439985,0,0
0,04399858,0,1
0,04399867,0,0
0,04399875,0,1
0,04399883,0,0
0,04399891,0,1
0,043999,0,0
0,04399908,0,1
0,04399917,0,0
0,04399925,0,1
0,04399933,0,0
0,04399948,0,1
0,04399959,0,0
0,04399966,0,1
0,04399982,0,0
0,04399999,0,1
0,04400009,0,0
0,04400017,0,1
0,04400032,0,0
0,04400049,0,1
0,04400065,0,0
0,04400083,0,1
0,04400099,0,0
0,04400108,0,1
0,04400117,0,0
0,04400125,0,1
0,04400133,0,0
0,04400149,0,1
0,04400159,0,0
0,04400166,0,1
0,04400175,0,0
0,04400183,0,1
0,04400191,0,0
0,044002,0,1
0,04400215,0,0
0,04400233,0,1
0,04400249,0,0
0,04400266,0,1
0,04400275,0,0
0,04400283,0,1
0,04400299,0,0
0,04400309,0,1
0,04400317,0,0
0,04400325,0,1
0,04400333,0,0
0,04400349,0,1
0,04400366,0,0
0,04400375,0,1
0,04400383,0,0
0,04400399,0,1
0,04400416,0,0
0,04400433,0,1
0,04400449,0,0
0,04400466,0,1
0,04400475,0,0
0,04400483,0,1
0,04400492,0,0
0,044005,0,1
0,04400508,0,0
0,04400517,0,1
0,04400532,0,0
0,04400549,0,1
0,04400559,0,0
0,04400566,0,1
0,04400582,0,0
0,04400599,0,1
0,04400615,0,0
0,04400632,0,1
0,04400642,0,0
0,04400649,0,1
0,04400664,0,0
0,04400675,0,1
0,04400683,0,0
0,04400698,0,1
0,04400715,0,0
0,04400731,0,1
0,04400748,0,0
0,04400758,0,1
0,04400767,0,0
0,04400775,0,1
0,04400784,0,0
0,04400796,0,1
0,04400809,0,0
0,04400817,0,1
0,04400826,0,0
0,04400833,0,1
0,04400849,0,0
0,04400863,0,1
0,04400877,0,0
0,04400885,0,1
0,04400894,0,0
0,04400901,0,1
0,04400917,0,0
0,04400926,0,1
0,04400936,0,0
0,04400949,0,1
0,04400968,0,0
0,04400977,0,1
0,04400986,0,0
0,04400999,0,1
0,04401018,0,0
0,04401034,0,1
0,04401051,0,0
0,04401061,0,1
0,0440107,0,0
0,04401077,0,1
0,04401088,0,0
0,04401101,0,1
0,04401113,0,0
0,04401121,0,1
0,04401135,0,0
0,04401153,0,1
0,04401164,0,0
0,04401169,0,1
0,04401199,0,0
0,04401239,1,0
0,04401241,1,1
0,04401283,1,0
0,04401372,1,1
0,04401488,1,0
0,04404654,1,1
0,04404691,1,0
0,04404702,1,1
0,04404722,1,0
0,04404772,1,1
0,04404854,1,0
0,04404919,1,1
0,0440497,1,0
0,04405053,1,1
0,04405087,1,0
0,04405168,1,1
0,04405215,1,0
0,04405257,1,1
0,04405331,1,0
0,04405339,1,1
0,04405354,1,0
0,04405435,1,1
0,0440547,1,0
0,04405482,1,1
0,0440549,1,0
0,04405498,1,1
0,04405507,1,0
0,04405513,1,1
0,04405523,1,0
0,04405554,1,1
0,04405605,1,0
0,0440562,1,1
0,04405637,1,0
0,04405696,1,1
0,04405731,1,0
0,04405817,1,1
0,04405852,1,0
0,04405914,1,1
0,0440597,1,0
0,04406054,1,1
0,04406073,1,0
0,0440615,1,1
0,04406204,1,0
0,04406268,1,1
0,0440632,1,0
0,04406373,1,1
0,04406454,1,0
0,04406472,1,1
0,04406505,1,0
0,04406656,1,1
0,04406691,1,0
0,04406702,1,1
0,04406738,1,0
0,04406753,1,1
0,04406837,1,0
0,04406938,1,1
0,04406972,1,0
0,04407053,1,1
0,04407088,1,0
0,04407488,1,1
0,04407526,1,0
0,04407602,1,1
0,04407636,1,0
0,04407703,1,1
0,04407737,1,0
0,04407819,1,1
0,04407873,1,0
0,05001736,1,1
0,05001783,1,0
0,05002232,1,1
0,05002269,1,0
0,05002375,1,1
0,05002385,1,0
0,05002465,1,1
0,050025,1,0
0,05002583,1,1
0,05002619,1,0
0,05002681,1,1
0,05002747,1,0
0,05002809,1,1
0,05002849,1,0
0,05002915,1,1
0,05002953,1,0
0,05002981,1,1
0,05002999,1,0
0,0500301,1,1
0,05003115,1,0
0,05003131,1,1
0,0500315,1,0
0,05003198,1,1
0,05003265,1,0
0,05003302,1,1
0,05003334,1,0
0,05003346,1,1
0,05003368,1,0
0,05003399,1,1
0,05003417,1,0
0,05003427,1,1
0,0500345,1,0
0,05003484,1,1
0,05003567,1,0
0,05003575,1,1
0,05003586,1,0
0,05003591,1,1
0,05003616,1,0
0,05003663,1,1
0,05003698,1,0
0,05003765,1,1
0,05003802,1,0
0,05003808,1,1
0,05003818,1,0
0,05003897,1,1
0,05003931,1,0
0,05003997,1,1
0,05004045,1,0
0,050041,1,1
0,05004133,1,0
0,05004146,1,1
0,05004176,1,0
0,05004205,1,1
0,05004215,1,0
0,05004231,1,1
0,05004259,1,0
0,05004317,1,1
0,05004359,1,0
0,05004369,1,1
0,05004379,1,0
0,05004448,1,1
0,05004484,1,0
0,05004567,1,1
0,05004601,1,0
0,05004665,1,1
0,05004709,1,0
0,05004765,1,1
0,05004803,1,0
0,05004814,1,1
0,05004834,1,0
0,05004885,1,1
0,05004945,1,0
0,05005016,1,1
0,05005131,1,0
0,05005225,1,1
0,05005259,1,0
0,05005271,1,1
0,05005281,1,0
0,05005342,1,1
0,05005384,1,0
0,05005399,1,1
0,05005409,1,0
0,0500548,1,1
0,05005502,1,0
0,05005614,1,1
0,05005642,1,0
0,05005729,1,1
0,05005749,1,0
0,05005828,1,1
0,05005881,1,0
0,05005948,1,1
0,05005985,1,0
0,05006084,1,1
0,05006127,1,0
0,05008617,1,1
0,05008637,1,0
0,05008648,1,1
0,05008671,1,0
0,05009018,1,1
0,05009039,1,0
0,05009049,1,1
0,05009068,1,0
0,05009115,1,1
0,05009148,1,0
0,05009163,1,1
0,05009181,1,0
0,05009198,1,1
0,05009208,1,0
0,05009215,1,1
0,05009231,1,0
0,0500924,1,1
0,05009249,1,0
0,05009261,1,1
0,0500928,1,0
0,05009289,1,1
0,05009298,1,0
0,05009311,1,1
0,05009323,1,0
0,0500933,1,1
0,05009335,0,1
0,05009339,0,0
0,05009346,0,1
0,05009361,0,0
0,0500937,0,1
0,05009379,0,0
0,05009393,0,1
0,05009411,0,0
0,05009419,0,1
0,05009429,0,0
0,05009436,0,1
0,05009445,0,0
0,05009459,0,1
0,05009476,0,0
0,05009486,0,1
0,05009495,0,0
0,05009509,0,1
0,0500952,0,0
0,05009528,0,1
0,05009537,0,0
0,05009545,0,1
0,0500956,0,0
0,05009577,0,1
0,05009587,0,0
0,05009595,0,1
0,0500961,0,0
0,05009627,0,1
0,05009644,0,0
0,05009661,0,1
0,05009677,0,0
0,05009694,0,1
0,05009711,0,0
0,05009727,0,1
0,05009744,0,0
0,05009761,0,1
0,05009777,0,0
0,05009787,0,1
0,05009795,0,0
0,05009811,0,1
0,0500982,0,0
0,05009828,0,1
0,05009844,0,0
0,05009853,0,1
0,05009861,0,0
0,05009877,0,1
0,05009887,0,0
0,05009895,0,1
0,05009911,0,0
0,0500992,0,1
0,05009928,0,0
0,05009936,0,1
0,05009945,0,0
0,05009953,0,1
0,05009961,0,0
0,05009969,0,1
0,05009978,0,0
0,05009994,0,1
0,05010011,0,0
0,0501002,0,1
0,05010028,0,0
0,05010044,0,1
0,05010053,0,0
0,05010061,0,1
0,05010077,0,0
0,05010094,0,1
0,05010111,0,0
0,05010127,0,1
0,05010137,0,0
0,05010145,0,1
0,05010153,0,0
0,05010161,0,1
0,0501017,0,0
0,05010178,0,1
0,05010187,0,0
0,05010195,0,1
0,05010203,0,0
0,05010211,0,1
0,05010227,0,0
0,05010237,0,1
0,05010245,0,0
0,05010253,0,1
0,05010261,0,0
0,05010269,0,1
0,05010278,0,0
0,05010286,0,1
0,05010295,0,0
0,05010303,0,1
0,05010312,0,0
0,05010325,0,1
0,05010343,0,0
0,05010358,0,1
0,05010377,0,0
0,05010391,0,1
0,05010405,0,0
0,05010412,0,1
0,05010428,0,0
0,05010437,0,1
0,05010447,0,0
0,05010454,0,1
0,05010464,0,0
0,05010477,0,1
0,0501049,0,0
0,05010497,0,1
0,05010512,0,0
0,05010528,0,1
0,05010541,0,0
0,05010547,0,1
0,05010563,0,0
0,05010573,0,1
0,05010581,0,0
0,05010589,0,1
0,05010599,0,0
0,05010606,0,1
0,05010617,0,0
0,05010623,0,1
0,05010633,0,0
0,05010647,0,1
0,05010717,1,1
0,05010752,1,0
0,06392911,1,1
0,06393026,1,0
0,06393093,1,1
0,06393141,1,0
0,06393151,1,1
0,06393159,1,0
0,06393165,1,1
0,06393176,1,0
0,0639319,1,1
0,06393199,1,0
0,06393207,1,1
0,06393224,1,0
0,06393239,1,1
0,06393257,1,0
0,06393272,1,1
0,06393289,1,0
0,06393305,1,1
0,06393316,1,0
0,06393323,1,1
0,06393339,1,0
0,06393354,1,1
0,06393372,1,0
0,0639338,1,1
0,06393388,0,1
0,06393389,0,0
0,06393397,0,1
0,06393406,0,0
0,06393419,0,1
0,06393431,0,0
